makespan time indicator criteria
5510 0.179871001 number number
6380 0.180313101 number number
5960 0.214628 dist dist
6710 0.193828 number number
6150 0.182383301 dist dist
6630 0.153618501 number dist
5730 0.1172745 dist number
6490 0.215551701 number dist
5910 0.1635985 dist dist
6060 0.162090899 dist dist
5810 0.1957576 number number
6420 0.173711101 number dist
8310 0.3314731 number number
6970 0.258965101 dist number
7060 0.2247062 number number
6570 0.2196503 dist number
5450 0.160713501 number dist
5890 0.2076252 dist number
7040 0.2730612 number dist
6450 0.268419201 dist dist
7150 0.201251699 number number
6600 0.1898973 dist number
6050 0.2666853 number number
5960 0.2284204 number number
6330 0.2059329 dist dist
5910 0.157653599 number dist
5970 0.1651669 dist number
6430 0.256173 number number
5550 0.1039783 number number
6220 0.1931673 dist number
6940 0.1669731 number number
6170 0.190001 dist dist
5650 0.162918199 dist number
5660 0.168044999 dist dist
6410 0.2014142 dist dist
6520 0.1672375 number number
6080 0.1837287 number number
6510 0.230335799 number dist
6500 0.174782299 dist number
6210 0.239899901 number dist
7380 0.221996299 number dist
6440 0.186936999 dist dist
6370 0.2426958 number number
5750 0.1952503 dist number
6120 0.158334701 dist dist
7470 0.324181499 dist number
6580 0.125990199 number dist
6430 0.267078199 number number
6690 0.2126858 number dist
6380 0.181464801 number dist
6030 0.160962699 number number
6690 0.2130544 dist dist
7240 0.1900364 number dist
7170 0.234782 number number
7150 0.2638835 number dist
6760 0.216880099 dist number
6200 0.2847513 dist number
6680 0.2738735 dist number
6680 0.1872785 dist dist
6090 0.151750301 dist number
7000 0.2471896 number dist
7060 0.1747308 number number
7050 0.2597699 number number
7140 0.2349421 number dist
6670 0.238356999 dist dist
6380 0.212798901 number dist
6630 0.2561617 number number
6690 0.171208401 dist number
6320 0.2728406 dist dist
6270 0.2018702 number dist
6130 0.184754399 number number
6760 0.2313431 dist number
6750 0.256956799 dist number
6490 0.186043001 dist number
6620 0.227846799 number number
6510 0.200822 number dist
6640 0.1852873 number number
6430 0.2097902 number dist
6370 0.258843101 number dist
6180 0.196170399 dist dist
5310 0.148521 dist dist
6570 0.251984001 number dist
6900 0.2111906 number dist
6760 0.208892701 dist dist
6220 0.178105099 number dist
6540 0.1976971 dist dist
5880 0.2539752 dist dist
6710 0.2424242 dist number
7130 0.2398583 number number
6450 0.233858699 number number
6680 0.2686105 dist dist
6510 0.2633891 number dist
7310 0.2598587 number number
6810 0.250378201 dist dist
6070 0.200059499 dist dist
6860 0.214277799 dist number
6330 0.177979401 dist dist
6580 0.270893799 dist number
6720 0.23903 number dist
6340 0.163666501 number dist
6670 0.2300291 number number
7120 0.278828499 number number
6480 0.1868435 dist number
6600 0.3084893 dist number
6690 0.2785717 dist number
6520 0.222092399 dist number
7180 0.276000901 number dist
6170 0.178541 number dist
6870 0.2195266 dist number
6940 0.2554223 number number
6070 0.199412299 dist dist
6110 0.1832339 number number
6110 0.1701445 dist dist
5980 0.214963499 dist number
8940 0.3012938 number number
6840 0.1871839 number dist
5740 0.1781544 dist dist
6640 0.2484549 number number
6460 0.152524799 dist number
7370 0.2703602 number number
6500 0.172052701 number dist
6560 0.158083999 dist number
6660 0.3125322 dist number
6150 0.1725097 dist number
6340 0.165582501 number number
5970 0.2172363 number dist
6070 0.181151499 dist number
6680 0.239758701 dist number
5930 0.207443099 dist number
6360 0.177314499 number number
7040 0.2503805 number dist
6670 0.254979501 number dist
6070 0.212212499 dist number
5530 0.1530529 dist dist
6690 0.2044974 number dist
6650 0.2616417 number number
8020 0.378425701 number dist
6720 0.233917901 number dist
6630 0.182411501 number number
6910 0.2527838 number dist
7440 0.1559716 dist number
5290 0.144984601 number number
6570 0.239643399 dist number
7380 0.229639701 number number
7670 0.296460199 number number
6960 0.2581125 number dist
6790 0.192493501 dist number
7240 0.243003999 dist number
6210 0.2308601 dist number
